family_id	family_label	family_type	member_count	occurrence_count	sample_raw_references	current_bibtex_key	current_status	suggested_local_search_terms	notes
fam-raw-iob4-440-c-bed-b-623-1	iob4 440 c bed b 623 1	unclear	1	1	IOB4-440/c BED B 623-1	work741	machine_stub	iob4 440 c bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-441-a-bed-b-623-1	iob4 441 a bed b 623 1	unclear	1	1	IOB4-441/a BED B 623-1	work742	machine_stub	iob4 441 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-441-b-bed-b-623-1	iob4 441 b bed b 623 1	unclear	1	1	IOB4-441/b BED B 623-1	work743	machine_stub	iob4 441 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-442-a-bed-b-623-1	iob4 442 a bed b 623 1	unclear	1	1	IOB4-442/a BED B 623-1	work744	machine_stub	iob4 442 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-442-b-bed-b-623-1	iob4 442 b bed b 623 1	unclear	1	1	IOB4-442/b BED B 623-1	work745	machine_stub	iob4 442 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-443-bed-b-622-6	iob4 443 bed b 622 6	unclear	1	1	IOB4-443 BED B 622-6	work746	machine_stub	iob4 443 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-444-a-bed-b-622-6	iob4 444 a bed b 622 6	unclear	1	1	IOB4-444/a BED B 622-6	work747	machine_stub	iob4 444 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-444-b-bed-b-623-1	iob4 444 b bed b 623 1	unclear	1	1	IOB4-444/b BED B 623-1	work748	machine_stub	iob4 444 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-445-a-bed-b-623-1	iob4 445 a bed b 623 1	unclear	1	1	IOB4-445/a BED B 623-1	work749	machine_stub	iob4 445 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-445-b-bed-b-623-1	iob4 445 b bed b 623 1	unclear	1	1	IOB4-445/b BED B 623-1	work750	machine_stub	iob4 445 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-445-c-bed-b-623-1	iob4 445 c bed b 623 1	unclear	1	1	IOB4-445/c BED B 623-1	work751	machine_stub	iob4 445 c bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-446-b-bed-b-623-1	iob4 446 b bed b 623 1	unclear	1	1	IOB4 446/b BED B 623-1	work752	machine_stub	iob4 446 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-446-c-bed-b-623-1	iob4 446 c bed b 623 1	unclear	1	1	IOB4-446/c BED B 623-1	work753	machine_stub	iob4 446 c bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-447-bed-b-623-1	iob4 447 bed b 623 1	unclear	1	1	IOB4-447 BED B 623-1	work754	machine_stub	iob4 447 bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-448-a-bed-b-623-1	iob4 448 a bed b 623 1	unclear	1	1	IOB4-448/a BED B 623-1	work755	machine_stub	iob4 448 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-448-b-bed-b-623-1	iob4 448 b bed b 623 1	unclear	1	1	IOB4-448/b BED B 623-1	work756	machine_stub	iob4 448 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-448-c-bed-b-623-1	iob4 448 c bed b 623 1	unclear	1	1	IOB4-448/c BED B 623-1	work757	machine_stub	iob4 448 c bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-449-bed-b-623-1	iob4 449 bed b 623 1	unclear	1	1	IOB4-449 BED B 623-1	work758	machine_stub	iob4 449 bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-450-a-bed-b-623-1	iob4 450 a bed b 623 1	unclear	1	1	IOB4-450/a BED B 623-1	work759	machine_stub	iob4 450 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-450-b-bed-b-623-1	iob4 450 b bed b 623 1	unclear	1	1	IOB4-450/b BED B 623-1	work760	machine_stub	iob4 450 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-451-bed-b-623-1	iob4 451 bed b 623 1	unclear	1	1	IOB4-451 BED B 623-1	work761	machine_stub	iob4 451 bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-452-a-bed-b-623-1	iob4 452 a bed b 623 1	unclear	1	1	IOB4-452/a BED B 623-1	work762	machine_stub	iob4 452 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-452-b-bed-b-623-1	iob4 452 b bed b 623 1	unclear	1	1	IOB4-452/b BED B 623-1	work763	machine_stub	iob4 452 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-453-a-bed-b-623-1	iob4 453 a bed b 623 1	unclear	1	1	IOB4-453/a BED B 623-1	work764	machine_stub	iob4 453 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-454-a-bed-b-623-1	iob4 454 a bed b 623 1	unclear	1	1	IOB4-454/a BED B 623-1	work765	machine_stub	iob4 454 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-454-b-bed-b-623-1	iob4 454 b bed b 623 1	unclear	1	1	IOB4-454/b BED B 623-1	work766	machine_stub	iob4 454 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-455-a-bed-b-623-1	iob4 455 a bed b 623 1	unclear	1	1	IOB4-455/a BED B 623-1	work767	machine_stub	iob4 455 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-455-b-bed-b-623-1	iob4 455 b bed b 623 1	unclear	1	1	IOB4-455/b BED B 623-1	work768	machine_stub	iob4 455 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-456-a-bed-b-623-1	iob4 456 a bed b 623 1	unclear	1	1	IOB4-456/a BED B 623-1	work769	machine_stub	iob4 456 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-456-b-bed-b-623-1	iob4 456 b bed b 623 1	unclear	1	1	IOB4-456/b BED B 623-1	work770	machine_stub	iob4 456 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-457-a-bed-b-623-1	iob4 457 a bed b 623 1	unclear	1	1	IOB4-457/a BED B 623-1	work771	machine_stub	iob4 457 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-457-b	IOB4-457/b	unclear	1	1	IOB4-457/b	work772	machine_stub	IOB4-457/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-458	IOB4-458	unclear	1	1	IOB4-458	work773	machine_stub	IOB4-458	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-458-bed-b-623-1	iob4 458 bed b 623 1	unclear	1	1	IOB4-458 BED B 623-1	work774	machine_stub	iob4 458 bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-459-b	IOB4-459/b	unclear	1	1	IOB4-459/b	work775	machine_stub	IOB4-459/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-460-b	IOB4-460/b	unclear	1	1	IOB4-460/b	work776	machine_stub	IOB4-460/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-461-a	IOB4-461/a	unclear	1	1	IOB4-461/a	work777	machine_stub	IOB4-461/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-461-b	IOB4-461/b	unclear	1	1	IOB4-461/b	work778	machine_stub	IOB4-461/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-462-a	IOB4-462/a	unclear	1	1	IOB4-462/a	work779	machine_stub	IOB4-462/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4437-a-bed-b-623-1	iob4437 a bed b 623 1	unclear	1	1	IOB4437/a BED B 623-1	work780	machine_stub	iob4437 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5	IOB5-	unclear	1	1	IOB5-	work781	machine_stub	IOB5-	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-302-c-bed-b-600-7	iob5 302 c bed b 600 7	unclear	1	1	IOB5-302/c BED B 600-7	work782	machine_stub	iob5 302 c bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-463-bed-b-703-1	iob5 463 bed b 703 1	unclear	1	1	IOB5-463 BED B 703-1	work783	machine_stub	iob5 463 bed b 703 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-464-a-bed-b-703-2	iob5 464 a bed b 703 2	unclear	1	1	IOB5-464/a BED B 703-2	work784	machine_stub	iob5 464 a bed b 703 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-464-b	IOB5-464/b	unclear	1	1	IOB5-464/b	work785	machine_stub	IOB5-464/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-465-a-bed-b-645-2	iob5 465 a bed b 645 2	unclear	1	1	IOB5-465/a BED B 645-2	work786	machine_stub	iob5 465 a bed b 645 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-465-b	IOB5-465/b	unclear	1	1	IOB5-465/b	work787	machine_stub	IOB5-465/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-466-a	IOB5-466/a	unclear	1	1	IOB5-466/a	work788	machine_stub	IOB5-466/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-466-b	IOB5-466/b	unclear	1	1	IOB5-466/b	work789	machine_stub	IOB5-466/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-467-a	IOB5-467/a	unclear	1	1	IOB5-467/a	work790	machine_stub	IOB5-467/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-467-b	IOB5-467/b	unclear	1	1	IOB5-467/b	work791	machine_stub	IOB5-467/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-467-c	IOB5-467/c	unclear	1	1	IOB5-467/c	work792	machine_stub	IOB5-467/c	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-467-d	IOB5-467/d	unclear	1	1	IOB5-467/d	work793	machine_stub	IOB5-467/d	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-469-a	IOB5-469/a	unclear	1	1	IOB5-469/a	work794	machine_stub	IOB5-469/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-469-b	IOB5-469/b	unclear	1	1	IOB5-469/b	work795	machine_stub	IOB5-469/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-470-a	IOB5-470/a	unclear	1	1	IOB5-470/a	work796	machine_stub	IOB5-470/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-470-b	IOB5-470/b	unclear	1	1	IOB5-470/b	work797	machine_stub	IOB5-470/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-471	IOB5-471	unclear	1	1	IOB5-471	work798	machine_stub	IOB5-471	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-472	IOB5-472	unclear	1	1	IOB5-472	work799	machine_stub	IOB5-472	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-473-a	IOB5-473/a	unclear	1	1	IOB5-473/a	work800	machine_stub	IOB5-473/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-473-b	IOB5-473/b	unclear	1	1	IOB5-473/b	work801	machine_stub	IOB5-473/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-474	IOB5-474	unclear	1	1	IOB5-474	work802	machine_stub	IOB5-474	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-475	IOB5-475	unclear	1	1	IOB5-475	work803	machine_stub	IOB5-475	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-477-a	IOB5-477/a	unclear	1	1	IOB5-477/a	work804	machine_stub	IOB5-477/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-477-b	IOB5-477/b	unclear	1	1	IOB5-477/b	work805	machine_stub	IOB5-477/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-478	IOB5-478	unclear	1	1	IOB5-478	work806	machine_stub	IOB5-478	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-479-bed-b-578-5	iob5 479 bed b 578 5	unclear	1	1	IOB5-479 BED B 578-5	work807	machine_stub	iob5 479 bed b 578 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-480-a-bed-b-565-1	iob5 480 a bed b 565 1	unclear	1	1	IOB5-480/a BED B 565-1	work808	machine_stub	iob5 480 a bed b 565 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-480-c	IOB5-480/c	unclear	1	1	IOB5-480/c	work809	machine_stub	IOB5-480/c	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-481-a-bed-b-635-6	iob5 481 a bed b 635 6	unclear	1	1	IOB5-481/a BED B 635-6	work810	machine_stub	iob5 481 a bed b 635 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-482-a	IOB5-482/a	unclear	1	1	IOB5-482/a	work811	machine_stub	IOB5-482/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-482-b	IOB5-482/b	unclear	1	1	IOB5-482/b	work812	machine_stub	IOB5-482/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-483-b	IOB5-483/b	unclear	1	1	IOB5-483/b	work813	machine_stub	IOB5-483/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-485-a	IOB5-485/a	unclear	1	1	IOB5-485/a	work814	machine_stub	IOB5-485/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-485-b	IOB5-485/b	unclear	1	1	IOB5-485/b	work815	machine_stub	IOB5-485/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-486-b	IOB5-486/b	unclear	1	1	IOB5-486/b	work816	machine_stub	IOB5-486/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-488-a	IOB5-488/a	unclear	1	1	IOB5-488/a	work817	machine_stub	IOB5-488/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-491	IOB5-491	unclear	1	1	IOB5-491	work818	machine_stub	IOB5-491	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-497	IOB5-497	unclear	1	1	IOB5-497	work819	machine_stub	IOB5-497	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-499-a	IOB5-499/a	unclear	1	1	IOB5-499/a	work820	machine_stub	IOB5-499/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-499-b	IOB5-499/b	unclear	1	1	IOB5-499/b	work821	machine_stub	IOB5-499/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-499-c	IOB5-499/c	unclear	1	1	IOB5-499/c	work822	machine_stub	IOB5-499/c	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-499-d	IOB5-499/d	unclear	1	1	IOB5-499/d	work823	machine_stub	IOB5-499/d	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-501	IOB5-501	unclear	1	1	IOB5-501	work824	machine_stub	IOB5-501	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-502	IOB5-502	unclear	1	1	IOB5-502	work825	machine_stub	IOB5-502	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-509-bed-b-628-9	iob5 509 bed b 628 9	unclear	1	1	IOB5-509 BED B 628-9	work826	machine_stub	iob5 509 bed b 628 9	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-510	IOB5-510	unclear	1	1	IOB5-510	work827	machine_stub	IOB5-510	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-512-b	IOB5-512/b	unclear	1	1	IOB5-512/b	work828	machine_stub	IOB5-512/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-514-a	IOB5-514/a	unclear	1	1	IOB5-514/a	work829	machine_stub	IOB5-514/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-514-b	IOB5-514/b	unclear	1	1	IOB5-514/b	work830	machine_stub	IOB5-514/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-517-a	IOB5-517/a	unclear	1	1	IOB5-517/a	work831	machine_stub	IOB5-517/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-524-a	IOB5-524/a	unclear	1	1	IOB5-524/a	work832	machine_stub	IOB5-524/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-524-b	IOB5-524/b	unclear	1	1	IOB5-524/b	work833	machine_stub	IOB5-524/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-525-a	IOB5-525/a	unclear	1	1	IOB5-525/a	work834	machine_stub	IOB5-525/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-525-b	IOB5-525/b	unclear	1	1	IOB5-525/b	work835	machine_stub	IOB5-525/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-530	IOB5-530	unclear	1	1	IOB5-530	work836	machine_stub	IOB5-530	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-541-a	IOB5-541/a	unclear	1	1	IOB5-541/a	work837	machine_stub	IOB5-541/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-541-b	IOB5-541/b	unclear	1	1	IOB5-541/b	work838	machine_stub	IOB5-541/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-541-c	IOB5-541/c	unclear	1	1	IOB5-541/c	work839	machine_stub	IOB5-541/c	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-541-d	IOB5-541/d	unclear	1	1	IOB5-541/d	work840	machine_stub	IOB5-541/d	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-543-a-bed-b-675-1	iob5 543 a bed b 675 1	unclear	1	1	IOB5-543/a BED B 675-1	work841	machine_stub	iob5 543 a bed b 675 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-543-b	IOB5-543/b	unclear	1	1	IOB5-543/b	work842	machine_stub	IOB5-543/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-544-a	IOB5-544/a	unclear	1	1	IOB5-544/a	work843	machine_stub	IOB5-544/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-544-b	IOB5-544/b	unclear	1	1	IOB5-544/b	work844	machine_stub	IOB5-544/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-545-a	IOB5-545/a	unclear	1	1	IOB5-545/a	work845	machine_stub	IOB5-545/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-545-b	IOB5-545/b	unclear	1	1	IOB5-545/b	work846	machine_stub	IOB5-545/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-546	IOB5-546	unclear	1	1	IOB5-546	work847	machine_stub	IOB5-546	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-547-a	IOB5-547/a	unclear	1	1	IOB5-547/a	work848	machine_stub	IOB5-547/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-547-b	IOB5-547/b	unclear	1	1	IOB5-547/b	work849	machine_stub	IOB5-547/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-563-a-bed-b-602-4	iob5 563 a bed b 602 4	unclear	1	1	IOB5-563/a BED B 602-4	work850	machine_stub	iob5 563 a bed b 602 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-565-a-bed-a	IOB5-565/a BED A	unclear	1	1	IOB5-565/a BED A	work851	machine_stub	IOB5-565/a BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-571-a-bed-a	IOB5-571/a BED A	unclear	1	1	IOB5-571/a BED A	work852	machine_stub	IOB5-571/a BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-571-b-bed-b-537-2	iob5 571 b bed b 537 2	unclear	1	1	IOB5-571/b BED B 537-2	work853	machine_stub	iob5 571 b bed b 537 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-572-a-bed-b-602-4	iob5 572 a bed b 602 4	unclear	1	1	IOB5-572/a BED B 602-4	work854	machine_stub	iob5 572 a bed b 602 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-573-a-bed-b-602-4	iob5 573 a bed b 602 4	unclear	1	1	IOB5-573/a BED B 602-4	work855	machine_stub	iob5 573 a bed b 602 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-573-b-bed-b-602-5	iob5 573 b bed b 602 5	unclear	1	1	IOB5-573/b BED B 602-5	work856	machine_stub	iob5 573 b bed b 602 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-574-a-bed-b-582-4	iob5 574 a bed b 582 4	unclear	1	1	IOB5-574/a BED B 582-4	work857	machine_stub	iob5 574 a bed b 582 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-574-b	IOB5-574/b	unclear	1	1	IOB5-574/b	work858	machine_stub	IOB5-574/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-575-bed-b-602-5	iob5 575 bed b 602 5	unclear	1	1	IOB5-575 BED B 602-5	work859	machine_stub	iob5 575 bed b 602 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-576-a-bed-b-602-4	iob5 576 a bed b 602 4	unclear	1	1	IOB5-576/a BED B 602-4	work860	machine_stub	iob5 576 a bed b 602 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-576-b-15-bed-b-602-4	iob5 576 b 15 bed b 602 4	unclear	1	1	IOB5-576/b 15 BED B 602-4	work861	machine_stub	iob5 576 b 15 bed b 602 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-577-bed-b-600-7	iob5 577 bed b 600 7	unclear	1	1	IOB5-577 BED B 600-7	work862	machine_stub	iob5 577 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-577-bed-b-602-1	iob5 577 bed b 602 1	unclear	1	1	IOB5-577 BED B 602-1	work863	machine_stub	iob5 577 bed b 602 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-578-a-bed-b-600-7	iob5 578 a bed b 600 7	unclear	1	1	IOB5-578/a BED B 600-7	work864	machine_stub	iob5 578 a bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-578-b-bed-b-600-7	iob5 578 b bed b 600 7	unclear	1	1	IOB5-578/b BED B 600-7	work865	machine_stub	iob5 578 b bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-581-b-bed-b-559-5	iob5 581 b bed b 559 5	unclear	1	1	IOB5-581/b BED B 559-5	work866	machine_stub	iob5 581 b bed b 559 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-583-bed-b-622-6	iob5 583 bed b 622 6	unclear	1	1	IOB5-583 BED B 622-6	work867	machine_stub	iob5 583 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-584-bed-b-622-6	iob5 584 bed b 622 6	unclear	1	1	IOB5-584 BED B 622-6	work868	machine_stub	iob5 584 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-587-a-bed-b-624-1	iob5 587 a bed b 624 1	unclear	1	1	IOB5-587/a BED B 624-1	work869	machine_stub	iob5 587 a bed b 624 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-587-b	IOB5-587/b	unclear	1	1	IOB5-587/b	work870	machine_stub	IOB5-587/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-588	IOB5-588	unclear	1	1	IOB5-588	work871	machine_stub	IOB5-588	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-589	IOB5-589	unclear	1	1	IOB5-589	work872	machine_stub	IOB5-589	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-590	IOB5-590	unclear	1	1	IOB5-590	work873	machine_stub	IOB5-590	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-591-a	IOB5-591/a	unclear	1	1	IOB5-591/a	work874	machine_stub	IOB5-591/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-591-b	IOB5-591/b	unclear	1	1	IOB5-591/b	work875	machine_stub	IOB5-591/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-592-a	IOB5-592/a	unclear	1	1	IOB5-592/a	work876	machine_stub	IOB5-592/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-593-a-bed-b-539-1	iob5 593 a bed b 539 1	unclear	1	1	IOB5-593/a BED B 539-1	work877	machine_stub	iob5 593 a bed b 539 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-593-b	IOB5-593/b	unclear	1	1	IOB5-593/b	work878	machine_stub	IOB5-593/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-597	IOB5-597/	unclear	1	1	IOB5-597/	work879	machine_stub	IOB5-597/	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-597-c	IOB5-597/c	unclear	1	1	IOB5-597/c	work880	machine_stub	IOB5-597/c	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-597-d	IOB5-597/d	unclear	1	1	IOB5-597/d	work881	machine_stub	IOB5-597/d	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5-599-d	IOB5-599/d +	unclear	1	1	IOB5-599/d +	work882	machine_stub	IOB5-599/d +	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob5498-9	IOB5498 9	unclear	1	1	IOB5498 9	work883	machine_stub	IOB5498 9	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1	IUB1 p.140	unclear	1	1	IUB1 p.140	work884	machine_stub	IUB1 p.140	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-103	IUB1-103	unclear	1	1	IUB1-103	work885	machine_stub	IUB1-103	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-106-2-3	IUB1-106-2-3	unclear	1	1	IUB1-106-2-3	work886	machine_stub	IUB1-106-2-3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-120	IUB1-120	unclear	1	1	IUB1-120	work887	machine_stub	IUB1-120	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-123	IUB1-123	unclear	1	1	IUB1-123	work888	machine_stub	IUB1-123	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-125	IUB1-125,	unclear	1	1	IUB1-125,	work889	machine_stub	IUB1-125,	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-126-1002	IUB1-126-1002	unclear	1	1	IUB1-126-1002	work890	machine_stub	IUB1-126-1002	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-13-14	IUB1-13-14	unclear	1	1	IUB1-13-14	work891	machine_stub	IUB1-13-14	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-146	IUB1-146	unclear	1	1	IUB1-146	work892	machine_stub	IUB1-146	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-149	IUB1-149	unclear	1	1	IUB1-149	work893	machine_stub	IUB1-149	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-168	IUB1-168	unclear	1	1	IUB1-168	work894	machine_stub	IUB1-168	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-173	IUB1-173	unclear	1	1	IUB1-173	work895	machine_stub	IUB1-173	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-174	IUB1-174	unclear	1	1	IUB1-174	work896	machine_stub	IUB1-174	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-175	IUB1 175	unclear	1	1	IUB1 175	work897	machine_stub	IUB1 175	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-176	IUB1-176	unclear	1	1	IUB1-176	work898	machine_stub	IUB1-176	Prioritize local library or Frasch-preface evidence review.
